Id,Rol,Sexo,Edad,Cantidad víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Tipo de calle,Calle,Cruce,Lugar del hecho,Comuna,XY (CABA),Latitud,Longitud,Participantes,Víctima,Acusado,Rango etario
2017-0129,CONDUCTOR,MASCULINO,57,1,2017-10-26,2017,10,26,19:15:15,19,AUTOPISTA,AUTOPISTA PERITO MORENO,Si,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9,Point (99243.41866587 97782.67879316),-34.64925746,-58.47155277,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS MAYORES
2017-0130,CONDUCTOR,MASCULINO,23,1,2017-10-27,2017,10,27,05:30:00,5,AVENIDA,CHORROARIN,Si,CHORROARIN y SAN MARTIN AV.,15,Point (98575.30034704 103283.44421792),-34.59967065,-58.47883099,AUTO-CARGAS,AUTO,CARGAS,JOVENES
2017-0132,CONDUCTOR,MASCULINO,23,1,2017-10-30,2017,10,30,14:00:00,14,AVENIDA,COSQUIN,Si,"COSQUIN y ROCA, CNEL. AV.",8,Point (99796.45945783 92847.91633262),-34.69374130,-58.46552171,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2017-0134,PEATON,FEMENINO,47,1,2017-11-06,2017,11,6,18:00:00,18,AVENIDA,"ROCA, CNEL. AV.",No,"ROCA, CNEL. AV. 3555",8,Point (101915.86954232 95727.75538814),-34.66777987,-58.44239720,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2017-0135,CONDUCTOR,MASCULINO,24,1,2017-11-07,2017,11,7,12:14:10,12,AVENIDA,WARNES AV.,Si,WARNES AV. y PUNTA ARENAS,15,Point (99355.48397222 103660.98712619),-34.59626814,-58.47032551,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2017-0136,PEATON,MASCULINO,55,1,2017-11-16,2017,11,16,08:43:00,8,AVENIDA,BARCO CENTENERA DEL,Si,"BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,Point (104127.10295709 97119.53980201),-34.65522746,-58.41827843,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2017-0137,PEATON,FEMENINO,60,1,2017-11-17,2017,11,17,11:45:00,11,AVENIDA,MOSCONI GENERAL AV.,Si,MOSCONI GENERAL AV. y SAN NICOLAS,11,Point (95458.27090734 104045.28333021),-34.59279388,-58.51280715,PEATON-CARGAS,PEATON,CARGAS,ADULTOS MAYORES
2017-0138,PASAJERO_ACOMPAÑANTE,MASCULINO,25,1,2017-11-19,2017,11,19,10:30:00,10,AVENIDA,LAFUENTE AV.,Si,"LAFUENTE AV. y PERON, EVA AV.",7,Point (100065.47249269 98381.80497378),-34.64385704,-58.46258582,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,JOVENES
2017-0139,PASAJERO_ACOMPAÑANTE,FEMENINO,15,1,2017-11-19,2017,11,19,22:30:00,22,AVENIDA,"ROCA, CNEL. AV.",Si,"ROCA, CNEL. AV. y ESCALADA AV.",8,Point (101160.07257435 94368.23344193),-34.68003614,-58.45064148,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,INFANTES
2017-0140,CONDUCTOR,MASCULINO,24,1,2017-11-19,2017,11,19,23:22:17,23,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,No,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,0,0,0,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2017-0141,PEATON,FEMENINO,22,1,2017-11-23,2017,11,23,19:45:00,19,AVENIDA,LA PLATA AV.,Si,"LA PLATA AV. y GOYENA, PEDRO AV.",6,Point (103312.47684665 100458.27902411),-34.62513374,-58.42717783,PEATON-PASAJEROS,PEATON,PASAJEROS,JOVENES
2017-0143,CONDUCTOR,MASCULINO,50,1,2017-11-25,2017,11,25,21:45:00,21,CALLE,"TRELLES, MANUEL R.",Si,"TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,Point (99897.24182072 102443.29154512),-34.60724519,-58.46442001,AUTO-PASAJEROS,AUTO,PASAJEROS,ADULTOS
2017-0144,PASAJERO_ACOMPAÑANTE,FEMENINO,50,1,2017-11-26,2017,11,26,06:45:00,6,GRAL PAZ,"ROCA, CNEL. AV.",Si,"ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,Point (99327.01838497 92326.91130631),-34.69843756,-58.47064556,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0145,CONDUCTOR,MASCULINO,58,1,2017-11-26,2017,11,26,17:05:00,17,CALLE,MAZA,Si,MAZA y DON BOSCO,5,Point (104266.88124229 101889.22080612),-34.61223119,-58.41677733,MOTO-AUTO,MOTO,AUTO,ADULTOS MAYORES
2017-0147,CONDUCTOR,MASCULINO,49,1,2017-11-28,2017,11,28,11:15:00,11,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y PERON, EVA AV.",9,Point (96405.76679348 94981.38013791),-34.67450313,-58.50251790,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0148,PEATON,FEMENINO,82,1,2017-11-29,2017,11,29,10:45:00,10,AVENIDA,SAN JUAN AV.,Si,SAN JUAN AV. y LA RIOJA,3,Point (105155.42991407 100540.06938064),-34.62438894,-58.40708125,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0149,PEATON,MASCULINO,13,1,2017-11-30,2017,11,30,12:20:00,12,AVENIDA,PASEO COLON AV.,Si,PASEO COLON AV. y MEXICO,1,Point (108605.31247489 101604.53195530),-34.61477051,-58.36947198,PEATON-PASAJEROS,PEATON,PASAJEROS,INFANTES
2017-0150,PEATON,MASCULINO,56,1,2017-12-04,2017,12,4,01:15:00,1,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y MIRALLA,9,Point (95589.03838155 98881.22999034),-34.63934531,-58.51140889,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2017-0151,PEATON,MASCULINO,39,1,2017-12-04,2017,12,4,02:15:00,2,CALLE,VIEYTES,Si,VIEYTES y LUJAN,4,Point (108130.20782757 97076.54120716),-34.65559133,-58.37460912,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2017-0152,CICLISTA,MASCULINO,19,1,2017-12-06,2017,12,6,17:30:00,17,CALLE,CACHI,Si,CACHI y TRAFUL,4,Point (104752.14395609 97617.14934540),-34.65073916,-58.41146277,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,JOVENES
2017-0153,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,ROSARIO,Si,ROSARIO y LA PLATA AV.,6,Point (103186.65733155 101217.09689755),-34.61829385,-58.42855267,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2017-0153,CONDUCTOR,MASCULINO,30,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,ROSARIO,Si,ROSARIO y LA PLATA AV.,6,Point (103186.65733155 101217.09689755),-34.61829385,-58.42855267,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2017-0154,PEATON,MASCULINO,76,1,2017-12-11,2017,12,11,09:15:00,9,AVENIDA,ENTRE RIOS AV.,Si,ENTRE RIOS AV. y CASEROS AV.,4,Point (106688.43418876 99459.27505947),-34.63412287,-58.39035581,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0155,CONDUCTOR,MASCULINO,77,1,2017-12-12,2017,12,12,21:25:41,21,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 6350,7,Point (100674.98109200 100299.64949548),-34.62656868,-58.45593915,SD-MOTO,SD,MOTO,ANCIANOS
2017-0157,CONDUCTOR,MASCULINO,53,1,2017-12-17,2017,12,17,09:02:00,9,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y HUMAITA",9,Point (94007.62506099 98145.35456663),-34.64597065,-58.52866211,AUTO-PASAJEROS,AUTO,PASAJEROS,ADULTOS MAYORES
2017-0158,CONDUCTOR,MASCULINO,32,1,2017-12-18,2017,12,18,21:30:00,21,GRAL PAZ,GUALEGUAYCHU,Si,"GUALEGUAYCHU y PAZ, GRAL. AV.",11,Point (94764.11350214 103903.32150283),-34.59407024,-58.52037476,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0159,CONDUCTOR,MASCULINO,27,1,2017-12-20,2017,12,20,04:31:27,4,AVENIDA,INDEPENDENCIA AV.,Si,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,Point (106817.01972475 101248.18030272),-34.61799615,-58.38896772,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0160,PEATON,FEMENINO,30,1,2017-12-22,2017,12,22,13:15:00,13,AVENIDA,NAZCA AV.,No,NAZCA AV. 365,7,Point (99317.63492514 100172.19114010),-34.62771756,-58.47074114,PEATON-MOTO,PEATON,MOTO,ADULTOS
2017-0161,PEATON,FEMENINO,30,1,2017-12-26,2017,12,26,15:30:00,15,AVENIDA,"PERON, EVA AV.",No,"PERON, EVA AV. 5249",9,Point (98285.13000363 96624.14779705),-34.65969965,-58.48200819,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0001,PEATON,MASCULINO,83,1,2018-01-01,2018,1,1,22:50:00,22,AVENIDA,SAN JUAN AV.,Si,SAN JUAN AV. y RINCON,3,Point (106229.70400707 100696.43939679),-34.62297346,-58.39536773,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2018-0002,CICLISTA,FEMENINO,26,1,2018-01-03,2018,1,3,16:40:00,16,CALLE,PERU,No,PERU 937,1,Point (108138.18410245 101140.78821350),-34.61895467,-58.37456088,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,ADULTOS
2018-0003,PEATON,FEMENINO,58,1,2018-01-05,2018,1,5,10:12:00,10,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",Si,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,Point (101348.13972450 102808.02053976),-34.60395657,-58.44860217,MULTIPLE,PEATON,MULTIPLE,ADULTOS MAYORES
2018-0004,CONDUCTOR,MASCULINO,39,1,2018-01-09,2018,1,9,09:40:00,9,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y MANZANARES,13,Point (100183.96103971 109533.84269558),-34.54332766,-58.46129513,MULTIPLE,MOTO,MULTIPLE,ADULTOS
2018-0005,PEATON,MASCULINO,54,1,2018-01-09,2018,1,9,22:30:00,22,AVENIDA,PASEO COLON AV.,No,PASEO COLON AV. 1019,1,Point (108641.50518777 101075.93727953),-34.61953517,-58.36907201,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0006,CICLISTA,FEMENINO,45,1,2018-01-10,2018,1,10,21:15:00,21,CALLE,VALLE,Si,VALLE y BARCO CENTENERA DEL,6,Point (102079.59903748 100474.45881577),-34.62499107,-58.44062219,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,ADULTOS
2018-0007,CONDUCTOR,MASCULINO,46,1,2018-01-11,2018,1,11,02:30:00,2,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AUTOPISTA PERITO MORENO KM. 0.6,9,Point (94340.14761734 99250.24722124),-34.63601265,-58.52502765,AUTO-AUTO,AUTO,AUTO,ADULTOS
2018-0008,CONDUCTOR,FEMENINO,32,1,2018-01-12,2018,1,12,17:50:00,17,AVENIDA,"HUERGO, ING. AV.",Si,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,Point (108868.80749430 101370.51785663),-34.61687778,-58.36659655,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0009,CONDUCTOR,MASCULINO,19,1,2018-01-14,2018,1,14,02:00:00,2,AVENIDA,PILCOMAYO,Si,"PILCOMAYO y BROWN, ALTE. AV.",4,Point (108796.38792642 100177.06810505),-34.62763661,-58.36737389,MOTO-MOTO,MOTO,MOTO,JOVENES
2018-0010,CONDUCTOR,MASCULINO,40,1,2018-01-18,2018,1,18,05:10:00,5,CALLE,CERVANTES,Si,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,Point (96810.81688812 99875.56613013),-34.63038658,-58.49807953,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0011,PEATON,MASCULINO,84,1,2018-01-19,2018,1,19,10:30:00,10,AVENIDA,CALLAO AV.,Si,"CALLAO AV. y LOPEZ, VICENTE",2,Point (106639.47032605 104255.89970551),-34.59088447,-58.39092703,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0012,CONDUCTOR,MASCULINO,20,1,2018-01-26,2018,1,26,13:30:00,13,CALLE,OLIDEN,Si,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,Point (99466.65991849 94317.70888094),-34.68049201,-58.46912006,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2018-0013,CONDUCTOR,MASCULINO,44,1,2018-01-28,2018,1,28,08:15:00,8,AVENIDA,CONGRESO AV.,Si,CONGRESO AV. y GALVAN,12,Point (97860.62977748 106812.00802724),-34.56786129,-58.48661286,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0014,PEATON,MASCULINO,39,1,2018-01-31,2018,1,31,20:00:00,20,AVENIDA,"MORENO, PERITO AV.",Si,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,Point (102067.32140821 97610.71255013),-34.65080597,-58.44074927,PEATON-MOTO,PEATON,MOTO,ADULTOS
2018-0015,CONDUCTOR,MASCULINO,28,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,No,AUSTRALIA AV. 2800,4,Point (107053.47849253 98047.93724144),-34.64684275,-58.38636298,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2018-0015,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,No,AUSTRALIA AV. 2800,4,Point (107053.47849253 98047.93724144),-34.64684275,-58.38636298,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2018-0016,CONDUCTOR,MASCULINO,31,1,2018-02-15,2018,2,15,10:15:00,10,AVENIDA,DEL LIBERTADOR AV.,Si,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,Point (108069.68986814 104046.20018024),-34.59276462,-58.37533517,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0017,PEATON,MASCULINO,35,1,2018-02-17,2018,2,17,04:15:00,4,AVENIDA,SAN PEDRITO AV.,Si,SAN PEDRITO AV. y RIVADAVIA AV.,7,Point (99418.67591727 99840.67619219),-34.63070603,-58.46963952,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0018,CONDUCTOR,MASCULINO,26,1,2018-02-17,2018,2,17,07:15:00,7,CALLE,ISABEL LA CATOLICA,Si,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,Point (108363.47256437 98202.84498754),-34.64543658,-58.37207554,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0019,PEATON,FEMENINO,80,1,2018-02-17,2018,2,17,12:30:00,12,AVENIDA,LAS HERAS GENERAL AV.,Si,LAS HERAS GENERAL AV. y CALLAO AV.,2,Point (106550.65433457 104158.41702434),-34.59176378,-58.39189441,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0020,CONDUCTOR,MASCULINO,26,1,2018-02-19,2018,2,19,22:00:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,No,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,Point (101207.19032483 96015.90575056),-34.66518343,-58.45012957,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0021,PEATON,FEMENINO,62,1,2018-02-22,2018,2,22,10:45:00,10,AVENIDA,"ALCORTA, AMANCIO AV.",Si,"ALCORTA, AMANCIO AV. y ZAVALETA",4,Point (105634.57202683 98201.36000813),-34.64546845,-58.40184094,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0022,CONDUCTOR,MASCULINO,28,1,2018-02-24,2018,2,24,00:00:00,0,AVENIDA,"MONTES DE OCA, MANUEL AV.",Si,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,Point (108149.86840397 98842.98534187),-34.63966783,-58.37441153,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0023,CONDUCTOR,MASCULINO,28,1,2018-02-24,2018,2,24,06:00:00,6,CALLE,BARCO CENTENERA DEL,Si,BARCO CENTENERA DEL y ROSARIO,6,Point (102035.73876399 100936.73706899),-34.62082399,-58.44110156,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0024,PEATON,MASCULINO,70,1,2018-02-28,2018,2,28,23:00:00,23,AVENIDA,ALVAREZ THOMAS AV.,Si,ALVAREZ THOMAS AV. y DONADO,15,Point (99305.05235104 105657.19134383),-34.57827342,-58.47087351,PEATON-CARGAS,PEATON,CARGAS,ADULTOS MAYORES
2018-0025,PEATON,MASCULINO,70,1,2018-03-04,2018,3,4,22:30:00,22,AVENIDA,AVELLANEDA AV.,Si,AVELLANEDA AV. y BOYACA AV.,7,Point (100337.26455822 100756.41076314),-34.62245140,-58.45962210,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2018-0026,CONDUCTOR,MASCULINO,24,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Si,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,Point (104283.01090451 97171.08656182),-34.65476216,-58.41657793,MOVIL-CARGAS,MOVIL,CARGAS,JOVENES
2018-0026,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Si,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,Point (104283.01090451 97171.08656182),-34.65476216,-58.41657793,MOVIL-CARGAS,MOVIL,CARGAS,ADULTOS
2018-0027,PEATON,FEMENINO,74,1,2018-03-11,2018,3,11,23:00:00,23,CALLE,CASTRO,Si,CASTRO y RONDEAU,5,Point (104051.46146857 99117.09528964),-34.63722107,-58.41911301,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2018-0028,PEATON,MASCULINO,71,1,2018-03-13,2018,3,13,15:45:00,15,AVENIDA,"BILBAO, FRANCISCO AV.",Si,"BILBAO, FRANCISCO AV. y AZUL",9,Point (99275.15851476 98531.15835355),-34.64251042,-58.47120586,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2018-0029,CONDUCTOR,MASCULINO,26,1,2018-03-15,2018,3,15,18:00:00,18,AVENIDA,NAZCA AV.,Si,NAZCA AV. y GAONA AV.,11,Point (99001.33520474 100973.19474422),-34.62049672,-58.47418944,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0030,CONDUCTOR,MASCULINO,24,1,2018-03-20,2018,3,20,01:30:00,1,AVENIDA,PLAZA,Si,PLAZA y ALVAREZ THOMAS AV.,15,Point (99641.71055660 105570.42188351),-34.57905579,-58.46720441,MOTO-MOTO,MOTO,MOTO,JOVENES
2018-0031,CONDUCTOR,MASCULINO,31,1,2018-03-28,2018,3,28,10:15:00,10,AVENIDA,GAONA AV.,Si,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,Point (99468.64184992 101272.71412938),-34.61779710,-58.46909362,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0032,PEATON,MASCULINO,70,1,2018-04-02,2018,4,2,13:00:00,13,AVENIDA,CABILDO AV.,Si,CABILDO AV. y AGUILAR,13,Point (101491.71965442 106698.43843791),-34.56888640,-58.44704343,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0033,CONDUCTOR,FEMENINO,42,1,2018-04-07,2018,4,7,07:30:00,7,AVENIDA,CAMARONES,Si,CAMARONES y LOPE DE VEGA AV.,10,Point (96143.57848535 100026.85558450),-34.62902048,-58.50535541,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2018-0034,PEATON,MASCULINO,24,1,2018-04-11,2018,4,11,18:15:00,18,AVENIDA,SANTA FE AV.,No,SANTA FE AV. 2320,2,Point (105786.93203839 103775.29320399),-34.59522198,-58.40021675,PEATON-PASAJEROS,PEATON,PASAJEROS,JOVENES
2018-0035,PEATON,FEMENINO,39,1,2018-04-12,2018,4,12,16:45:00,16,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 6950,7,Point (100003.66169818 100008.18099088),-34.62919627,-58.46325991,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0036,CONDUCTOR,MASCULINO,37,1,2018-04-13,2018,4,13,23:15:00,23,AVENIDA,SAN MARTIN AV.,Si,SAN MARTIN AV. y ARGERICH,15,Point (97118.17245497 103585.17867883),-34.59694755,-58.49471482,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0037,PEATON,MASCULINO,84,1,2018-04-18,2018,4,18,18:45:00,18,AVENIDA,CORDOBA AV.,Si,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,Point (105923.35790409 103271.83194351),-34.59975962,-58.39872610,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2018-0038,PEATON,FEMENINO,59,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 1571,1,Point (106840.31999667 102262.72809661),-34.60885045,-58.38872177,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2018-0038,PEATON,MASCULINO,61,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 1571,1,Point (106840.31999667 102262.72809661),-34.60885045,-58.38872177,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2018-0039,PEATON,MASCULINO,37,1,2018-04-21,2018,4,21,22:15:00,22,AUTOPISTA,"LUGONES, LEOPOLDO AV.",No,AUTOPISTA LUGONES KM 4.7,14,0,0,0,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0040,PEATON,FEMENINO,50,1,2018-04-27,2018,4,27,11:00:00,11,CALLE,"FREIRE, RAMON, CAP. GRAL.",Si,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,Point (100590.76036525 106235.55299971),-34.57305993,-58.45686132,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2018-0041,PEATON,FEMENINO,78,1,2018-04-27,2018,4,27,13:30:00,13,AVENIDA,LA PLATA AV.,Si,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,Point (103711.66698694 98495.65433114),-34.64282424,-58.42281627,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0042,PASAJERO_ACOMPAÑANTE,MASCULINO,23,1,2018-04-27,2018,4,27,18:43:00,18,CALLE,BRANDSEN,Si,BRANDSEN y PERDRIEL,4,Point (107026.83754260 98858.75172681),-34.63953396,-58.38666024,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2018-0043,CONDUCTOR,MASCULINO,25,1,2018-04-28,2018,4,28,06:30:00,6,AVENIDA,"VILARDEBO, TEODORO",Si,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,Point (97438.46582767 101907.03915052),-34.61207587,-58.49122843,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0044,PEATON,FEMENINO,50,1,2018-04-28,2018,4,28,09:00:00,9,AVENIDA,ALBERTI,Si,ALBERTI e INDEPENDENCIA AV.,3,Point (105715.04318224 101174.58167004),-34.61866627,-58.40098306,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0045,CONDUCTOR,MASCULINO,60,1,2018-04-30,2018,4,30,07:00:00,7,AVENIDA,ALVAREZ THOMAS AV.,No,ALVAREZ THOMAS AV. 879,13,Point (100808.33159423 105557.81994917),-34.57916920,-58.45448963,AUTO-CARGAS,AUTO,CARGAS,ADULTOS MAYORES
2018-0046,PEATON,MASCULINO,11,1,2018-05-02,2018,5,2,03:15:00,3,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,Point (93950.50587297 98883.37644525),-34.63931752,-58.52927982,PEATON-AUTO,PEATON,AUTO,INFANTES
2018-0047,PEATON,MASCULINO,82,1,2018-05-08,2018,5,8,19:00:00,19,AVENIDA,CORRIENTES AV.,Si,CORRIENTES AV. y DORREGO AV.,15,Point (101440.29935254 104167.40204334),-34.59170240,-58.44759966,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0048,PEATON,MASCULINO,57,1,2018-05-09,2018,5,9,10:30:00,10,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y PEDERNERA,7,Point (99925.51296558 100002.14427355),-34.62925068,-58.46411215,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0049,PEATON,FEMENINO,40,1,2018-05-11,2018,5,11,19:15:00,19,CALLE,QUESADA,No,QUESADA 2300,13,Point (100107.11808300 108354.57023193),-34.55395823,-58.46213220,PEATON-AUTO,PEATON,AUTO,ADULTOS
2018-0050,PEATON,FEMENINO,47,1,2018-05-14,2018,5,14,18:45:00,18,AVENIDA,CABILDO AV.,Si,CABILDO AV. y JURAMENTO AV.,13,Point (100606.16651489 107458.45493347),-34.56203610,-58.45669422,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2018-0051,PEATON,FEMENINO,57,1,2018-05-15,2018,5,15,21:15:00,21,CALLE,CALIFORNIA,Si,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,Point (109491.72835084 98425.60443682),-34.64341878,-58.35977160,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2018-0052,PEATON,MASCULINO,78,1,2018-05-18,2018,5,18,20:30:00,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",Si,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,Point (96798.08806617 104278.02817622),-34.59070093,-58.49820145,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2018-0053,CONDUCTOR,MASCULINO,43,1,2018-05-20,2018,5,20,02:30:00,2,CALLE,SAN LUIS,Si,SAN LUIS y AGUERO,3,Point (104834.84104085 103313.26202067),-34.59939180,-58.41059280,MOTO-AUTO,MOTO,AUTO,ADULTOS
2018-0054,PEATON,FEMENINO,86,1,2018-05-22,2018,5,22,11:15:00,11,CALLE,LUGONES,No,LUGONES 2430,12,Point (98495.84519532 106440.03052817),-34.57121563,-58.47969138,PEATON-BICICLETA,PEATON,BICICLETA,ANCIANOS
2018-0055,CONDUCTOR,MASCULINO,21,1,2018-05-29,2018,5,29,07:30:00,7,AVENIDA,INDEPENDENCIA AV.,Si,INDEPENDENCIA AV. y JUJUY AV.,3,Point (105482.77183741 101155.54165898),-34.61883916,-58.40351561,MOTO-AUTO,MOTO,AUTO,JOVENES
2018-0056,PEATON,FEMENINO,69,1,2018-06-02,2018,6,2,13:00:00,13,AVENIDA,RIVADAVIA AV.,No,RIVADAVIA AV. 11050,9,Point (94825.31796080 98898.07278223),-34.63918987,-58.51973844,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2018-0057,CONDUCTOR,MASCULINO,33,1,2018-06-03,2018,6,3,03:30:00,3,CALLE,COMBATE DE LOS POZOS,Si,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,Point (106436.50690531 100845.32785530),-34.62163006,-58.39311376,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
